text,language,x,y
This girl was a professional.,English,-3.5487468,6.6510496
But whether he knows how to make use of it... is not my concern!,English,-4.6944456,12.157475
What he earns is none of your business.,English,-3.2399015,5.9170613
"Well, if you did, it's none of my business.",English,-5.174375,7.74204
"And this isn't any of your business, either.",English,-4.659441,7.750266
That's none of your business.,English,-3.0170298,5.630743
"I know it's none of my business, but doesn't that mean you're the murderer?",English,-5.6498084,12.790807
It really wasn't my business.,English,-3.2279592,6.001798
"And, not that it's any of your business, but I will get back to my writing.",English,-4.4613547,6.5551167
The truth is that I don't really care.,English,-5.384924,7.360636
"Whatever happened between us is our business, not yours.",English,-2.9829085,5.669526
It's none of your business.,English,-3.091344,5.7885995
He doesn't have to tell her.,English,-2.6345618,5.4407253
It's none of your business!,English,-5.214441,13.207896
"Look, you can tell me to mind my own business... Okay, Freddie.",English,-4.779551,7.5967493
It's none of your business.,English,-3.102179,5.7135224
"That's because it's none of your business, Kate.",English,-2.9066327,5.57259
"Oh, Jane, it's none of my beeswax, so...",English,-2.1847813,13.08232
Because it's none of your business.,English,-2.9449878,5.730332
"N-no. No, I will not intervene, and you're just gonna have to live with it.",English,-4.143233,7.438293
"Richard, it's none of my business, but be safe.",English,-4.0329967,7.3396597
None of your damn business.,English,-3.5777514,6.484041
- That is none of your business.,English,-3.3016415,5.6909995
None of my business.,English,-5.9627557,5.5024996
"I take it, by that limited response... You don't think it's any of my business.",English,-4.9710345,6.9430985
"""It's none of your concern, sir.""",English,-4.5838456,12.549051
"And furthermore, not meaning any disrespect, Maurice, but it's none of your business!",English,-4.816014,12.215515
"It's none of my business, right?",English,-5.3185086,12.323017
"It's none of my business, but don't do that. I did.",English,-4.7250404,6.9275713
"It's none of my business, but I know you're not.",English,-3.4057426,6.403212
Don't worry about wrinkles on my ass and worry about yours.,English,-4.4819646,6.1910133
"It's nobody's business, Phyllis.",English,-4.7247124,7.7037816
I shouldn't be here!,English,-4.995105,12.914053
That is none of her business.,English,-3.575124,6.55934
Maybe it ain't none of our business.,English,-3.7060297,6.4209843
"Listen, this is none of my business, but as a father of two little girls, I have to ask. What made you turn to porn?",English,-5.2656126,11.672419
"Sir, whatever you gentlemen felt for each other when your friend was still alive... is certainly none of my affair.",English,-4.892836,7.6461816
"I don't think that's any of your business, April.",English,-3.6897519,6.5492477
"I didn't, but even if I did, it's none of your business.",English,-3.8838549,6.4410458
"I know it's not my business, and feel free to believe in God, but the thing is you've got to make it okay somehow, no matter what happens.",English,-5.162028,7.690972
Okay. That's none of my business.,English,-3.7150824,6.207545
that's not your concern.,English,-5.8823056,5.0307326
This is our first date and that's none of your business.,English,-4.4342246,6.7481933
Stay out of it.,English,-5.195272,6.215318
"That, young man, is none of your business.",English,-4.602127,7.725936
"You know, Belinda, uh... it ain't none of my business, but you got a really nice kid.",English,-4.1037564,7.4646053
None of your goddamn business!,English,-5.090996,12.990693
♪ This is none of my affair ♪,English,-4.55299,12.044863
- It's none of your business!,English,-5.0307345,13.007942
"Well, I don't mind.",English,-5.5821185,7.0570645
"- Sorry to interrupt this interesting discussion. But this is really none of my business, so I think I'll be on my way.",English,-4.410938,5.781033
"I know it's none of my business, but you can't be doing this to your own...",English,-2.2433314,13.105931
Partly because it's none of their bloody business.,English,-4.7270474,7.541417
"Carl, this is none of our business.",English,-4.413835,7.4669876
-When pigs fly. It's not up to you. You're not my dad.,English,-3.3084633,5.299431
None of my business.,English,-5.9880214,5.4754815
"Even in the funeral ceremony, people should be lively,It is none of your business",English,-0.9572677,12.180888
"It was none of your business, Duke boy. Yeah?",English,-5.546857,12.656273
Non of your business What the hell do you care?,English,-4.802105,11.864154
"Well, I'm very thankful for your concern about my career but I don't think it's any of your business.",English,-4.0249486,6.234558
You didn't answer your cell phone and when he asked you where you'd been you said it was none of his business,English,-0.8979455,12.172865
"-This is my business, not yours! -It's our business too. Get out!",English,-5.225698,13.277309
Maybe because whatever it is is none of your goddamn business.,English,-4.911552,7.3127933
"Sorry, Tom, none of your business over here.",English,-3.3928785,6.0091133
- What I want to do. Does it matter?,English,-5.05548,11.985586
It might not be my place but maybe this was for the better.,English,-6.0621786,6.0908494
-None of your damned business!,English,-4.738008,12.296616
I know it's not my place... but have you had your doctor run the full genetic test panel on your unborn child?,English,-5.9381194,6.1339264
"Either way, it's none of your fucking business.",English,-4.6442537,7.7578845
How do you say 'we're screwed' in your native tongue?,English,-5.528396,11.801158
Always make 'em repeat the bet before you turn off the recorder.,English,-6.2241387,6.2499022
Looks like the party is over for the motoring mollusk.,English,-6.630361,7.616279
Absolutelynothing,English,-1.1678528,12.336816
Bad for business to give it away,English,-0.9314464,12.153104
Is this the end?,English,-4.780828,11.495618
I thought we'd had our chips!,English,-4.667295,12.397484
He wouldn't spill the beans.,English,-2.5730221,5.644022
This is the end of the beans!,English,-4.824914,12.44167
- That's the end of the line.,English,-5.252782,6.2388444
It's a nail in my coffin.,English,-5.116305,6.7337084
Mr. Blumenthal's threatening to take his business elsewhere.,English,-6.3065896,7.423182
The two ninnies just moved to a more private venue.,English,-4.023367,6.7265625
They're scared enough as it is.,English,-5.919362,7.503284
"The burned child dreads the fire, eh?",English,-5.1352262,11.917768
I got burned once and I learned my lesson.,English,-5.134954,6.086769
"Lookin' for some loopholes, huh?",English,-5.111452,11.737079
"Will, this is new to me You know, it's really hard",English,-0.94473046,12.149281
"Ah, Veronica... this is really grasping at straws.",English,-5.246046,7.9256644
"Well, I suppose they're all bending over backwards to get this thing right. It's just got to be, you know?",English,-4.9059014,11.968212
Why you always got to look a gift horse in the mouth?,English,-5.056469,11.759181
Don't split hairs.,English,-6.3345566,6.1598096
"Of course, if I wanted to be a...",English,-2.1519868,13.104912
"I don't mean to be confrontational, but there is no New Glasgow in Scotland.",English,-5.996007,7.7044187
Am I gonna be the only one to address this big elephant in the room?,English,-5.120536,11.49419
And now you're gonna bust balls?,English,-5.244766,11.994843
"I don't mean to nitpick, but it looks a lot like the rocket ship you made for him last week.",English,-4.272452,7.3736076
You're overthinking it!,English,-5.973645,6.609379
You're the one banging your head against an open door.,English,-4.945433,6.1994853
Does your ass hurt from straddling the fence like that all the time?,English,-5.3432746,11.242189
"Now, I'm no expert when it comes to industrial relations... but I can recognize an injustice.",English,-6.2697225,7.4819274
Now you're finding fault with everything.,English,-4.7776656,6.4278297
"You're just trying to find fault,and I know why.",English,-3.9315238,6.168133
The last thing I need is the two of you poking holes in a solid public confession where an innocent citizen was murdered.,English,-5.261389,7.893667
We are always looking for things that are wrong.,English,-5.1622844,6.184188
"I show you something fantastic, you find fault.",English,-3.4228027,6.1424127
"Got to admit, thought it was a wild-goose chase.",English,-6.09331,7.857127
"They're snooping around now, trying to find ways to cut corners.",English,-5.241358,6.8919764
It's just that we've got to keep begging.,English,-5.1277275,7.3365064
We're not one of those couples that creates drama all the time.,English,-5.4878907,7.4617066
"- You're splitting hairs, Samantha.",English,-5.6994762,7.4529905
Always looking for faults.,English,-6.4194183,6.10972
God sometimes gives us glimpses of the path we are traveling. I always thought I knew just where I was headed.,English,-5.852912,7.3455772
It's my job to poke the holes in the science.,English,-5.6244035,6.785055
So irritable!,English,-5.338554,11.77356
"Of course, I was just being nosey",English,-0.9534132,12.14548
"Your mother will be looking for any flaw... and I'm gonna make sure, we're gonna make sure, she doesn't find one.",English,-4.810453,7.4952154
"You're too busy sticking your noses into every corner, poking about for things to complain about, aren't you?",English,-5.3440604,11.884924
Don't poke holes in everything. I'm trying to help out.,English,-4.0523324,5.734779
Stop making something out of nothing.,English,-6.455439,6.447585
That will look like nit-picking.,English,-6.176069,5.981025
We knew five years ago that Burtran was a major player in this mission.,English,-6.5958147,7.758071
"Is this our life now... you going from one job to another, always finding some reason why it's not good enough?",English,-5.417719,11.60202
They're gonna dig for dirt until they find it.,English,-3.330331,6.28277
"I, um, I hate to nitpick, but doesn't a legend have to be dead?",English,-5.264689,12.079397
"If you wanna make anything out of this, you'll be disappointed.",English,-5.0513554,6.5005846
"Look, this is exactly how they're gonna split hairs and use your voting record against you.",English,-6.123191,7.6170254
"Why, he'd even look for flaws in the Old Testament",English,-1.0231053,12.132847
"He has to dot all the i's, cross all the t's.",English,-5.4429026,5.81298
It sounds like she's being a little nitpicky. Yeah?,English,-5.1374483,11.811682
I am nit-picking.,English,-6.369646,5.5527363
You scoop out the soft brains inside the skull.,English,-6.3269157,6.333606
Stop picking it apart.,English,-6.308023,6.387769
Don't tell me you're still chasing tails.,English,-5.6018276,7.0758743
I thought it was kind of silly to nitpick.,English,-5.676444,7.066097
Barbara fell enchanted vith you in a picture in People magazine,English,-0.94271713,12.14384
It was love at first sight.,English,-4.642433,8.088898
It's a crush.It's harmless.,English,-3.023488,5.6209936
"All of these were coming like thunder, successively.",English,-3.980397,6.774311
It was during a tea ceremony and it was love at first sight.,English,-4.5105777,8.032444
"You faII in love blindly, not at first sight!",English,-4.8004594,12.521704
Love... at first sight.,English,-4.8274217,7.687707
Like a whirlwind romance.,English,-5.0863113,8.015425
Love at first sight.,English,-4.520216,7.5654545
- Love at first sight.,English,-4.7463975,7.6234236
"Now, of course, we have love at first sight.",English,-5.2795215,7.636859
I don't think this is the lightning you're looking for.,English,-6.336466,5.9825163
They're all really keen on the idea. You're the deputy manager.,English,-4.189633,5.932485
"Who knows, maybe after coffee it'll be love at first sight.",English,-4.742944,7.2298107
"He said, ""That was you?"" And you know, it wasn't love at first sight, but it was certainly kindred spirits.",English,-3.4698446,6.364456
It was love at first sight. That's when you told me.,English,-4.586757,7.911983
When I was your age... I actually had a little crush on Jane Fonda.,English,-5.12001,7.911096
"""In a sense, I guess we are what you might call smitten. """,English,-4.537241,12.532117
It was love at first sight for both of them.,English,-4.360719,7.937224
They say that deja vu is usually a sign of love at first sight.,English,-3.7635741,6.457559
"If I'm there, you'll feel the thunder",English,-0.9305232,12.155482
It's not so abrupt. We both believe in love at first sight.,English,-3.7226465,6.534101
For Melandri it was love at first sight as usual.,English,-6.016405,8.056965
-Do you believe in love at first sight?,English,-5.2835593,13.246241
"once in a lifetime, love at first sight.",English,-5.844754,5.0134754
What! ? Love at first sight?,English,-5.3406935,11.405378
I fell for her right off the bat.,English,-4.5758066,7.6393065
I bet it was love at first sight. Right?,English,-5.044307,11.412565
You watched Notting Hill for me?,English,-5.2423654,11.724792
It's a love-at-first-sight thing!,English,-4.5097437,11.86745
"It was love at first sight, I guess.",English,-4.6967177,8.034176
It was love at first sight.,English,-4.6410694,8.150567
And they caught eyes in the crowd and they both had tears flowing down their faces... and they felt connected.,English,-3.7910383,7.188783
it was love at first sight.,English,-5.804132,5.000056
"Yet instantly, their pheromones fizzled together like ice cream and lemonade.",English,-5.470929,7.534664
Do you believe in love at first sight?,English,-6.046619,11.829308
"Two hearts beating together, your eyes told me you loved me too, love was born from that first meeting",English,-0.9331415,12.137299
Love at first sight,English,-0.9819563,12.143319
"And last year, when he came back to Wisconsin, he swept me off my feet.",English,-4.6682334,7.5593715
Do you believe in love at first sight?,English,-6.05023,11.834551
"Do you believe in love at first sight, Mr. Hume?",English,-6.0685964,11.854617
I do not believe in love at first sight because I didn't even need to see you to know that I wanted to spend forever with you.,English,-4.132118,6.713352
Love at first sight.,English,-4.4775367,7.5872364
- She says it was love at first sight.,English,-3.3418934,5.833098
Is that like love at first sight? Huh!,English,-5.0488663,12.022615
At this age I'd have to say I'm crush-proof.,English,-5.653826,6.962228
IT WAS LOVE AT FIRST SIGHT.,English,-3.2689617,11.133261
It's love at first sight?,English,-5.250892,11.509203
It was love at first sight.,English,-4.6763196,8.143495
"- The story is called ""Lovestruck.""",English,-4.5549045,12.04054
"It was love at first sight, and you ruined it!",English,-4.6836505,12.383512
"The truth is, unlike you, I never expected the thunderbolt.",English,-4.337719,6.8823595
Do you believe in love at first sight?,English,-6.0514708,11.835241
Do you believe in love at first sight?,English,-6.0614514,11.832091
Was it love at first sight?,English,-4.7760324,11.848457
They always said that it was love at first sight.,English,-3.8973958,7.0763
The young lady is very charming but I am more interested in her hat.,English,-2.8402193,5.720332
I took one look at him... I was head over heels.,English,-4.4800253,7.7558203
"Fall head over heels, man.",English,-5.2969065,7.7430887
Whirlwind romance.,English,-5.135768,8.009137
How did he get struck by lightning... during a storm with no recorded lightning strikes?,English,-5.609953,11.678595
"We all get crushes, Lois.",English,-4.4968915,7.6731343
Look at that. It's love at first rub.,English,-5.0767417,7.481369
Love at first sight indeed.,English,-4.5632653,7.73418
"I want love at first sight, or nothing at all.",English,-4.57846,6.870546
"So, what, was it, like, love at first sight or what?",English,-5.6909313,11.949294
"It was kind ofjust love at first sight, and I've been playing it ever since.",English,-4.940072,7.872628
Remember how you told me about lightning striking?,English,-6.242353,7.643977
"Do you believe in love at first sight, or should I walk in again?",English,-5.851634,11.872719
You got backstage. Your eyes met across the crowd and you're seeing each other.,English,-4.2514343,7.556546
It was love at first sight in the History department.,English,-4.829444,8.165353
Love at first sight. I've read about it.,English,-4.6036134,7.7386584
I didn't know what love at first sight was... till you.,English,-3.6066618,6.891885
"Here I am, walking home with a top-class glasses-girl, one of the top five of the thirty-seven girls",English,-1.0022881,12.185536
That last lightning strike fried my generator.,English,-4.7830415,6.190478
The moment an ordinary little guy fell in love with the theater.,English,-4.9731865,7.726244
"And with both of them it was love at first sight, too.",English,-4.2392163,7.802048
Believe in love at first sight? Yeah...,English,-2.2070653,13.0733385
"Scientists now know the basis oflove at first sight. It's not to do with appearance, or intelligence, or even your sexual prowess.",English,-5.799634,7.441763
You don't marry the man who sweeps you off your feet.,English,-4.675456,6.509158
"I don't usually fall in love with characters, but I really think this one's for me.",English,-5.087844,8.156829
"Who knows, maybe after coffee it'll be love at first sight.",English,-4.76008,7.2777305
"Love at first sight, bingo!",English,-4.5307555,11.780568
And this has nothing to do with your little crush.,English,-5.3014674,7.514044
I saw Notting Hill.,English,-5.2027225,7.895715
Yes. Love at first sight.,English,-4.922779,7.8229747
Love at first sight doesn't only happen just in the movies.,English,-6.169059,7.3401823
I pretended to be a sex addict.. because I wanted to get close to someone.. who I fell in love with the second that I first saw her.,English,-5.2745605,6.702735
"So, it's love at first sight.",English,-4.6541414,8.109613
In Ha really fell in love at first sight.,English,-3.4819582,6.824323
"Anyway, according to my mom, it was love at first sight.",English,-4.4492245,7.7340245
"Yeah, Cupid pierced my heart.",English,-4.8187156,7.8523245
Well... This IS love at first sight!,English,-4.5434427,11.755032
The pretty man. Love at first sight. The first kiss.,English,-4.8652096,8.041451
I fell in love with Tom that first weekend at the Vineyard.,English,-5.0160756,7.9262567
Really? You think that 25-year-old sex bomb saw Eric and suddenly fell in love with him?,English,-5.2921524,11.471413
It wasn't like a bolt of lightening it just seemed... obvious.,English,-5.171744,7.849238
"And today you're telling me that when you saw me, music filled your ears and thunder and lightning filled the sky?",English,-5.299882,11.989884
Notting Hill.,English,-6.298227,6.8243732
Coup de foudre.,English,14.141093,-0.139989
"But I'll tell you, Cartagena is really expensive.",English,-4.329234,6.1545305
"You know, both kids are at St. Margaret's now, and that costs an arm and a leg.",English,-4.9758472,7.2866983
"Yeah, it cost me my last buck.",English,-5.444497,7.0748396
They cost me an arm and a leg.,English,-4.279229,6.1516795
I'm going to make them pay through the nose.,English,-4.1494775,6.345379
They cost me an arm and a leg.,English,-4.304225,6.1810493
These repairs were expensive.,English,-4.1721816,6.1248345
How much money did you give them this time?,English,-5.533998,12.221855
"She eats, she drinks... That's expensive as hell nowadays!",English,-4.910306,12.647105
Who knows how much it is going to cost you.,English,-6.0927024,5.8996515
Is it going to cost me an arm and a leg?,English,-4.9832735,11.606922
That costs me an arm and a leg.,English,-4.568089,6.077806
- I spent my money on that!,English,-5.037781,12.978028
"I mean, they're really-really expensive but...",English,-2.1645927,13.084677
This place must have cost a pretty penny.,English,-6.2392797,6.805697
"-Yeah, it is really pricey.",English,-3.248998,5.172084
It cost me an arm and a leg!,English,-4.6581326,12.320171
It's outdated and expensive as shit.,English,-6.248733,6.01935
You have no idea how much money I've spent on dolls.,English,-3.6037743,5.6320143
Considering it costs me an arm and a leg to pay for his education I'm thankful I can afford to drink,English,-1.1521047,12.164985
I can't sleep because I'm starving and look what's on TV.,English,-4.534958,5.0542927
"Yeah, I'm freaking starving.",English,-4.7512336,5.2728233
I'm starving.,English,-4.488514,4.9820013
- Yeah. I'm starving.,English,-4.1868267,5.0849485
"At this moment, we are starving.",English,-4.639895,5.165739
Because I'm starving.,English,-4.250536,5.031282
"Yes, but if you're not careful you'll end up by the side of the road.",English,-3.1911628,6.175932
"- No. No, we're starving.",English,-4.344219,4.994711
I'm starving !,English,-4.9182415,12.706159
My stomach is growling!,English,-4.907011,12.040813
"Hey, homo, we're hungry out here!",English,-5.242065,11.233465
"Come on, Stewie, I'm starving.",English,-4.240001,5.358294
People here have nothing to eat and he brings us scum of the earth.,English,-3.396626,6.3488913
I know a really good vegan pizza parlor on 97th street.,English,-6.2859697,6.512377
Everything looks terrible. I'm not losing weight. I'm starving.,English,-4.9237943,5.218367
Because I'm hungry as hell.,English,-4.26112,5.0092278
And I'm fucking starving.,English,-4.280074,6.555348
I'm starving!,English,-4.9506106,12.664343
"If anybody starves, it should be them.",English,-6.008293,7.2593184
huh? I'm starving...,English,-2.2643743,13.074926
"Damn, I'm fucking hungry.",English,-4.490603,5.111432
-We were starving.,English,-3.1936839,5.058642
I'm kinda hungry.,English,-4.025809,4.9323993
Does this means I'll have to starve... drink water like a camel and sleep like an old goat?,English,-5.6013727,12.049884
Either they would have starved or we would. So shut up about it.,English,-4.6479836,7.7654486
"I don't know about you, but I'm famished.",English,-3.9615083,4.934009
American families Can`t buy a meal,English,-0.9063702,12.164665
"Yeah, and I'm starving.",English,-4.937412,5.7550297
Definitely.,English,-6.439471,6.2686787
"Thank God, I'm starving.",English,-4.1611238,5.042672
"I'm just starving, Bobby.",English,-4.3176494,5.006832
"- I'm starving, ok?",English,-5.3502474,12.750713
"You go in there and spend 50 and eat for an hour and a half, and a half hour later you´re starving to death.",English,-5.1248317,5.773392
"I was fucking starving, man!",English,-4.811287,12.258245
What are the odds of a funeral home going broke when you have a business that everybody on Earth needs?,English,-5.408486,11.76201
They'll be serving food up soon.,English,-4.4648175,5.7881556
"If this food gets cold, I'm gonna be mad.",English,-4.258441,5.225231
"Look, I gotta eat, okay?",English,-5.5628934,12.667224
The schools are a mess; teachers and doctors can't afford to buy food.,English,-3.6372828,5.9449196
All professions have their own rules.,English,-3.813886,6.092579
I'm starving to death Ever since you ripped the beef jerky out of my hands.,English,-4.678839,5.147525
"Like throwing pearls to the pigs, eh?",English,-5.174396,11.982759
A fight with that guy is like feeding sows to the pigs.,English,-5.495619,7.2661858
"And then he spent his whole career ""casting pearls before swine"", He talked like that...",English,-2.229946,13.11073
Cat got your tongue?,English,-5.3559933,11.353141
Seems the cat got Watts's tongue.,English,-6.32231,7.167629
- I give up.,English,-3.7448795,5.379628
"I do not know, I give my tongue to the cat.",English,-2.7433546,5.810535
Do you give up?,English,-5.40552,11.549782
I give up. Surprise!,English,-4.681046,12.325246
"I don't know, I give up.",English,-4.0064955,6.0797844
Ya give up?,English,-5.1483474,11.641238
"I GIVE UP, BRAIN. YOU WIN.",English,-3.3019483,11.153813
What is it?,English,-4.7382345,11.497514
Cat got your tongue?,English,-5.325684,11.350881
"- You've got me, James.",English,-4.7306952,7.714937
"All right. I give up, Higgins.",English,-4.674762,7.89176
Cat's got her tongue.,English,-5.7935243,6.607309
"Okay, I'll bite.",English,-6.1400375,6.466515
"Okay, I can see you're stumped.",English,-5.9741526,6.641668
"If we don't guess it, we'll give up.",English,-2.811426,5.713921
Don't take this wrong.,English,-6.046165,5.7020307
Cat got your tongue?,English,-5.3134456,11.342076
- I don't know.,English,-3.7989976,5.626938
- I give up.,English,-3.7442806,5.3941274
She's with me once a month.,English,-2.6837714,5.5757437
So you've no answer to my riddle? Fine.,English,-5.6528296,6.3537087
"Okay, okay, so, then, let me throw this out there and see if the cat licks it up: we cut the power.",English,-5.9613924,7.541305
"And I'm sick of it, Aeryn! I'm sick of Napoleon the Fourteenth,",English,-1.8598566,12.168124
"Lister, I did that because I was sick of you annoying me.",English,-4.435772,7.0939617
I'll put up with a crew that just fucking sucks.,English,-5.3057966,7.9803934
Then I'm tired of being the oldest.,English,-4.08323,6.267058
Not us.,English,-5.0352616,5.804573
I am SO sick of you and your drama-queen games!,English,-4.6074076,11.870481
"...God, I hate being right.",English,-4.542164,6.892142
"But I didn't want to fight with you. I remember being so exhausted, at this point. My wife was, like, 9 months pregnant, and we were, like, in the middle of moving, right?",English,-5.043102,11.501413
She's sick of your moral tales,English,-0.9184169,12.134044
"Now, look, I'm tired of hanging around under this sun... playing footsie with a half-pint would-be dictator.",English,-4.932743,7.713713
"Because my knee is fine, it's been fine and I'm sick of talking about it!",English,-4.584105,11.831367
"I don't know about you, but I am getting sick and tired of-of running from creditors!",English,-4.6802034,11.769788
Stop moaning. Do as I did.,English,-5.2981,6.2952113
"Go on, I'll sit with him.",English,-3.096938,6.3727884
"But, for some reason, lately it's just really getting to me. Well, yeah.",English,-5.3986425,7.8903437
That is so tired.,English,-3.2189677,5.2219043
Were you sick of paying his extortion money?,English,-5.2669144,11.578144
I've seen enough of this rock.,English,-5.986984,6.9424553
I'm sick of being so healthy.,English,-4.604608,5.234383
"We're tired of doing what you want us to do, ordering us around.",English,-5.428014,6.7470446
I'm smarter than Paul. I'm tired of being taken for a fucking douche.,English,-5.072397,7.7977076
They get tired of you being the sheriff?,English,-5.227919,11.745444
"Had all the 3.2% beer you can take, huh?",English,-5.270673,11.563462
"What happens when you and this Renee get tired of each other, and you find yourself in some godforsaken country with nothing to show for it - but a pension?",English,-5.2575045,11.600369
I'm tired of being the one who has to hand-hold the clients.,English,-5.953511,6.0355377
Isn't she gonna get tired of that old guy coming at her?,English,-5.3748,12.526756
"Yeah, maybe I'm tired of being nice, Julia.",English,-5.0988717,7.6044073
"Dad, I'm sick of losing to those nerd engineers from Lockheed Martin.",English,-5.8150525,7.755164
"I'm sick of you taking all the credit! All right, Bean.",English,-5.0911083,7.665821
"It pisses me off, your loyalty to Spider-Man and not to your best friend.",English,-5.174464,7.981202
"I've already lost more than I have made, and I am tired of dicking around out here.",English,-5.283562,7.1637087
"Okay, Bob, you know, I'm sick of playing games with you.",English,-5.3377857,7.770643
I'm sick of this whole family assuming I'm gonna screw it up.,English,-5.329472,7.3459225
"I'm fed up, I'm through playing.",English,-5.2816334,6.2451153
"For God's sake, man, shut it.",English,-4.738713,7.7646694
"Oh, God. I'm so sick of Chuck E. Cheese.",English,-5.5765767,7.610009
I think I'm done being on the side.,English,-5.2812314,6.312003
Sit down. - Sick of this.,English,-4.8914366,6.2560134
"Yeah, um, listen, I don't need another guardian angel, 'cause I'm kind of over the whole thing.",English,-5.352325,7.8480573
"I'm tired of life, Tia. I have the same rickety motorbike... the same irritating life...",English,-2.0708227,12.831316
- I've had it with modelling.,English,-5.4423795,6.2566094
- That is enough.,English,-4.2807994,5.8059726
"What, he got sick of being jerked around?",English,-5.856128,12.322386
I'm tired of playing for the draw.,English,-5.7523675,6.1575184
Another shot of you and the chanting masses.,English,-5.6591773,6.702332
My lady's getting sick and tired of this whole thing... so I thought it would be easier for the both of us... if you just give me back my ring... and I give you back yours.,English,-4.758952,7.5518565
I'm done with the hatch.,English,-6.250492,6.0656414
"Sick and tired of it too, aren't you?",English,-5.131172,12.184388
"She hates your guts, all right?",English,-5.3467135,12.63785
I'm sick of taking sides.,English,-5.946718,7.49382
Turk! I'm a little sick of the Turks.,English,-5.648075,7.5709195
I'm sick ofwatchin' you fuck up.,English,-4.236274,6.806906
"If I am tired, it's because I'm tired of people telling me I'm tired, especially you, Willie Ray.",English,-3.6181135,6.843089
"Man, I'm tellin' ya. I couldn't deal with one more week of that ""will they, won't they"" crap.",English,-5.2411747,8.092327
"Oh, God, I am so sick of her face.",English,-4.4910717,7.5565996
I'm done dog-sitting.,English,-4.196148,5.2143974
Looking at you I feel either you don't have a tongue.. Or it has become silent after talking too much.,English,-5.455612,5.872397
I am so sick of always worry about switching cabs and phones and trains and always looking behind...,English,-2.1801715,13.073284
"I represent you, and I'm tired of putting my tail between my legs!",English,-4.922225,12.378759
I'm done following you around like a confused little puppy.,English,-5.3064413,6.57419
I am through selling out.,English,-5.913682,6.69388
"Like, even when I'm so sick of hearing him practice the same thing over and over again, that I think if I hear it one more time I might puncture my own eardrum,",English,-1.7806691,12.267407
He was tired of your poor hearing.,English,-2.8856497,5.6327024
She says I have to stop smelling of iodoform.,English,-4.5762334,5.7827487
"Yeah, I don't get Wanee at all I'm sick of drawing the same picture",English,-0.9150353,12.130708
"Oh, good, I'm glad you're just sick of everything!",English,-4.9074793,12.468735
I remember you were complaining that you're sick of the...,English,-2.1715496,13.078808
Hi.,English,-6.307494,5.5562162
"Oh, please, 30 years. We're sick of looking at each other.",English,-5.7048635,7.7085686
I was too nervous. I thought you'd get sick of me and find a new woman.,English,-5.026425,7.6949797
I'm tired of running after you.,English,-3.220117,5.75059
"Boy, I have really had it with Newman.",English,-5.8412695,8.082123
I've had it with you all!,English,-4.6731772,11.697802
A marriage without a wedding. When one has enough... Then what?,English,-5.127486,11.79471
I'm fed up with this lark.,English,-4.687759,6.1925
"Maybe he's really into lollipops, and he's tired of housing six at a time?",English,-5.098373,12.062615
Enough feeling sorry for yourself.,English,-5.3237667,5.799907
- The only thing you have to do then is piss off.,English,-4.562927,6.832834
- I was... - I'm sick of you!,English,-5.220619,13.1289
I'm just sick of nerd-girls like you beating up on stars like me. It's pathetic!,English,-5.1624904,8.212842
"Yeah, I must admit I'm getting a little bit fed up with you, you little prick.",English,-4.983891,7.7753844
I can't. I'm done putting myself out there.,English,-5.072557,7.0767765
- I'm through listening. Where is he?,English,-5.309876,13.161612
"Which is a really good thing, because I am all flirted out.",English,-5.35802,6.1067595
Sounds like you're sick of me.,English,-4.950173,5.8779526
I got tired of runnin' errands for him.,English,-4.4880037,6.0006757
-We don't want no more!,English,-5.2235003,13.27876
I'm tired of your games.,English,-5.119209,6.746756
I'm not sitting here jabbering with y'all...,English,-2.1200528,13.114702
"I'm fed up with people thinking this is a shortcut. My husband, God rest his soul, fought for three years to get that built.",English,-6.221263,7.511504
"- We're sick of cows. - No, no! What are you doing...",English,-2.1198149,13.061486
É've had enough of this cough medicine routine.,English,-5.503652,7.7262063
The gorillas are getting tired of my jokes.,English,-4.0319643,5.996867
"I will not argue with you, understood.",English,-2.9817326,5.680858
"It's my business, not yours, and I'm done with this stupid therapy game.",English,-5.5107765,7.0630474
You'll be sick of it before you know it.,English,-5.7435527,6.604692
"That I am bored, that I am, like, crazy-out-of-my-mind bored.",English,-5.293253,6.098957
I'm tired of watching my back.,English,-4.6197577,5.991389
"Yeah. See, I'm sick of all these stereotypical",English,-1.3325537,12.20468
She was getting really pissed off waiting around.,English,-3.40699,6.8631697
"Fuck, I don't want to know, I've had enough!",English,-5.166612,13.050659
"Move on, because, frankly, I'm sick of hearing about it.",English,-6.3613806,7.754155
We're slowly getting sick of each other.,English,-6.2468066,7.079432
I'm sick and tired of this.,English,-5.6756873,6.1596227
I am sick as hell of you constantly making a mess Of this house and having to clean up after you.,English,-4.838262,6.750912
"I don't want to do business with you deadbeats anyway, thank you.",English,-4.718367,6.761501
Enough. I'm fed up.,English,-3.7786005,5.6041765
I want out of this family,English,-1.0167335,12.165226
Stop asking questions! I'm sick of your questions.,English,-5.127725,6.846331
I'm sick of niggers.,English,-4.7901716,7.195125
"My God, I am so sick and tired of people raising awareness about things.",English,-6.032131,7.5301833
I'm sick and tired of this girl.,English,-4.550039,7.0815997
"Well, should I go on, or you as sick of this same old tired line of BS as I am?",English,-5.0236974,11.71483
I'm tired of going to funerals.,English,-4.938098,6.6449747
